No.;Gender;Age;Secundary education;Graduation;First education;Specialization of first education;Second education;Specialization of second education;Third education;Specialization of third education;Total work experience;Experience in public administration;Experience in a municipal institution;Experience in the private sector;Experience in an international organization;Experience relevant to the job role;Native language;Ministry;The industry;Position group;Position;Decision;Year of publication;Duties of the position;Job requirements;Institutions
717;V;n/a;n/a;n/a;Maģistrs (akadēmiskais grāds);Uzņēmējdarbība;n/a;n/a;n/a;n/a;1995;Nē;Jā;Jā;Nē;5;LV;ZM;Lauksaimniecība;Politikas ieviesējs;Vecākais referents;noraidīts;2023;"Administrēt valsts atbalsta un ELFLA projektus un maksājumu dokumentus, izmantojot Lauku atbalsta dienesta informācijas sistēmas; Izvērtēt būvniecības un iepirkuma procedūru dokumentus atbilstoši normatīvo aktu prasībām; Precīzi veikt darbu ar dokumentiem, formulēt un izteikt rakstveidā viedokli par kompetencē esošiem jautājumiem; Sagatavot lēmumus projektu apstiprināšanai vai noraidīšanai, grozījumu veikšanai; Pēc nepieciešamības doties darba braucienos, lai veiktu kontroles vizītes pie atbalsta pretendentiem; Veidot sadarbību un uzturēt pozitīvu komunikāciju ar atbalsta pretendentiem, kolēģiem un citām sadarbības iestādēm.";"Atbilstība Valsts civildienesta likuma 7.panta prasībām; Augstākā izglītība (vēlama ekonomikas, biznesa vadības vai lauksaimniecības nozarē); Vēlama profesionālā pieredze atbilstoši darbības jomai, kas gūta pēdējo piecu gadu laikā, ne mazāka kā viens gads; Vēlama izpratne darbā ar ES tiesību aktiem, ES finansētu projektu administrēšanā; Spēja operatīvi rīkoties un patstāvīgi pieņemt lēmumus, arī nestandarta situācijās, un spēja uzņemties atbildību par pieņemtajiem lēmumiem; Labas komunikācijas un sadarbības prasmes;";Rural Support Service
718;S;n/a;n/a;n/a;Bakalaurs (akadēmiskais grāds);Ekonomika;n/a;n/a;n/a;n/a;1985;Nē;Nē;Jā;Nē;0;LV;ZM;Lauksaimniecība;Politikas ieviesējs;Vecākais referents;noraidīts;2023;"Administrēt valsts atbalsta un ELFLA projektus un maksājumu dokumentus, izmantojot Lauku atbalsta dienesta informācijas sistēmas; Izvērtēt būvniecības un iepirkuma procedūru dokumentus atbilstoši normatīvo aktu prasībām; Precīzi veikt darbu ar dokumentiem, formulēt un izteikt rakstveidā viedokli par kompetencē esošiem jautājumiem; Sagatavot lēmumus projektu apstiprināšanai vai noraidīšanai, grozījumu veikšanai; Pēc nepieciešamības doties darba braucienos, lai veiktu kontroles vizītes pie atbalsta pretendentiem; Veidot sadarbību un uzturēt pozitīvu komunikāciju ar atbalsta pretendentiem, kolēģiem un citām sadarbības iestādēm.";"Atbilstība Valsts civildienesta likuma 7.panta prasībām; Augstākā izglītība (vēlama ekonomikas, biznesa vadības vai lauksaimniecības nozarē); Vēlama profesionālā pieredze atbilstoši darbības jomai, kas gūta pēdējo piecu gadu laikā, ne mazāka kā viens gads; Vēlama izpratne darbā ar ES tiesību aktiem, ES finansētu projektu administrēšanā; Spēja operatīvi rīkoties un patstāvīgi pieņemt lēmumus, arī nestandarta situācijās, un spēja uzņemties atbildību par pieņemtajiem lēmumiem; Labas komunikācijas un sadarbības prasmes;";Rural Support Service
719;S;n/a;n/a;n/a;Bakalaurs (akadēmiskais grāds);Ekonomika;n/a;n/a;n/a;n/a;2000;Nē;Nē;Jā;Nē;10;LV;ZM;Lauksaimniecība;Politikas ieviesējs;Vecākais referents;noraidīts;2023;"Administrēt valsts atbalsta un ELFLA projektus un maksājumu dokumentus, izmantojot Lauku atbalsta dienesta informācijas sistēmas; Izvērtēt būvniecības un iepirkuma procedūru dokumentus atbilstoši normatīvo aktu prasībām; Precīzi veikt darbu ar dokumentiem, formulēt un izteikt rakstveidā viedokli par kompetencē esošiem jautājumiem; Sagatavot lēmumus projektu apstiprināšanai vai noraidīšanai, grozījumu veikšanai; Pēc nepieciešamības doties darba braucienos, lai veiktu kontroles vizītes pie atbalsta pretendentiem; Veidot sadarbību un uzturēt pozitīvu komunikāciju ar atbalsta pretendentiem, kolēģiem un citām sadarbības iestādēm.";"Atbilstība Valsts civildienesta likuma 7.panta prasībām; Augstākā izglītība (vēlama ekonomikas, biznesa vadības vai lauksaimniecības nozarē); Vēlama profesionālā pieredze atbilstoši darbības jomai, kas gūta pēdējo piecu gadu laikā, ne mazāka kā viens gads; Vēlama izpratne darbā ar ES tiesību aktiem, ES finansētu projektu administrēšanā; Spēja operatīvi rīkoties un patstāvīgi pieņemt lēmumus, arī nestandarta situācijās, un spēja uzņemties atbildību par pieņemtajiem lēmumiem; Labas komunikācijas un sadarbības prasmes;";Rural Support Service
720;S;n/a;n/a;n/a;Maģistrs (akadēmiskais grāds);Ekonomika;n/a;n/a;n/a;n/a;2012;Nē;Jā;Nē;Nē;0;LV;ZM;Lauksaimniecība;Politikas ieviesējs;Vecākais referents;noraidīts;2023;"Administrēt valsts atbalsta un ELFLA projektus un maksājumu dokumentus, izmantojot Lauku atbalsta dienesta informācijas sistēmas; Izvērtēt būvniecības un iepirkuma procedūru dokumentus atbilstoši normatīvo aktu prasībām; Precīzi veikt darbu ar dokumentiem, formulēt un izteikt rakstveidā viedokli par kompetencē esošiem jautājumiem; Sagatavot lēmumus projektu apstiprināšanai vai noraidīšanai, grozījumu veikšanai; Pēc nepieciešamības doties darba braucienos, lai veiktu kontroles vizītes pie atbalsta pretendentiem; Veidot sadarbību un uzturēt pozitīvu komunikāciju ar atbalsta pretendentiem, kolēģiem un citām sadarbības iestādēm.";"Atbilstība Valsts civildienesta likuma 7.panta prasībām; Augstākā izglītība (vēlama ekonomikas, biznesa vadības vai lauksaimniecības nozarē); Vēlama profesionālā pieredze atbilstoši darbības jomai, kas gūta pēdējo piecu gadu laikā, ne mazāka kā viens gads; Vēlama izpratne darbā ar ES tiesību aktiem, ES finansētu projektu administrēšanā; Spēja operatīvi rīkoties un patstāvīgi pieņemt lēmumus, arī nestandarta situācijās, un spēja uzņemties atbildību par pieņemtajiem lēmumiem; Labas komunikācijas un sadarbības prasmes;";Rural Support Service
721;S;n/a;n/a;n/a;Bakalaurs (profesionālais grāds);Vēstures un sociālo zinību skolotāja;n/a;n/a;n/a;n/a;2000;Nē;Jā;Jā;Nē;0;LV;ZM;Lauksaimniecība;Politikas ieviesējs;Vecākais referents;noraidīts;2023;"Administrēt valsts atbalsta un ELFLA projektus un maksājumu dokumentus, izmantojot Lauku atbalsta dienesta informācijas sistēmas; Izvērtēt būvniecības un iepirkuma procedūru dokumentus atbilstoši normatīvo aktu prasībām; Precīzi veikt darbu ar dokumentiem, formulēt un izteikt rakstveidā viedokli par kompetencē esošiem jautājumiem; Sagatavot lēmumus projektu apstiprināšanai vai noraidīšanai, grozījumu veikšanai; Pēc nepieciešamības doties darba braucienos, lai veiktu kontroles vizītes pie atbalsta pretendentiem; Veidot sadarbību un uzturēt pozitīvu komunikāciju ar atbalsta pretendentiem, kolēģiem un citām sadarbības iestādēm.";"Atbilstība Valsts civildienesta likuma 7.panta prasībām; Augstākā izglītība (vēlama ekonomikas, biznesa vadības vai lauksaimniecības nozarē); Vēlama profesionālā pieredze atbilstoši darbības jomai, kas gūta pēdējo piecu gadu laikā, ne mazāka kā viens gads; Vēlama izpratne darbā ar ES tiesību aktiem, ES finansētu projektu administrēšanā; Spēja operatīvi rīkoties un patstāvīgi pieņemt lēmumus, arī nestandarta situācijās, un spēja uzņemties atbildību par pieņemtajiem lēmumiem; Labas komunikācijas un sadarbības prasmes;";Rural Support Service
722;S;n/a;n/a;n/a;Maģistrs (akadēmiskais grāds);Ekonomika;n/a;n/a;n/a;n/a;1991;Nē;Nē;Jā;Nē;15;LV;ZM;Lauksaimniecība;Politikas ieviesējs;Vecākais referents;noraidīts;2023;"Administrēt valsts atbalsta un ELFLA projektus un maksājumu dokumentus, izmantojot Lauku atbalsta dienesta informācijas sistēmas; Izvērtēt būvniecības un iepirkuma procedūru dokumentus atbilstoši normatīvo aktu prasībām; Precīzi veikt darbu ar dokumentiem, formulēt un izteikt rakstveidā viedokli par kompetencē esošiem jautājumiem; Sagatavot lēmumus projektu apstiprināšanai vai noraidīšanai, grozījumu veikšanai; Pēc nepieciešamības doties darba braucienos, lai veiktu kontroles vizītes pie atbalsta pretendentiem; Veidot sadarbību un uzturēt pozitīvu komunikāciju ar atbalsta pretendentiem, kolēģiem un citām sadarbības iestādēm.";"Atbilstība Valsts civildienesta likuma 7.panta prasībām; Augstākā izglītība (vēlama ekonomikas, biznesa vadības vai lauksaimniecības nozarē); Vēlama profesionālā pieredze atbilstoši darbības jomai, kas gūta pēdējo piecu gadu laikā, ne mazāka kā viens gads; Vēlama izpratne darbā ar ES tiesību aktiem, ES finansētu projektu administrēšanā; Spēja operatīvi rīkoties un patstāvīgi pieņemt lēmumus, arī nestandarta situācijās, un spēja uzņemties atbildību par pieņemtajiem lēmumiem; Labas komunikācijas un sadarbības prasmes;";Rural Support Service
723;S;n/a;n/a;n/a;Bakalaurs (profesionālais grāds);Lauksaimniecības uzņēmuma vadītāja;n/a;n/a;n/a;n/a;2015;Nē;Nē;Jā;Nē;5;LV;ZM;Lauksaimniecība;Politikas ieviesējs;Vecākais referents;noraidīts;2023;"Veikt pretendentu platību maksājumu pieteikumu fiziskās pārbaudes uz vietas saimniecībās, kā arī regulāri doties darba braucienos un veikt apsekojumus pļavās, mežos, utt.; Darboties ar globālās pozicionēšanas sistēmas uztvērējiem; Veikt tālāku iegūto datu apstrādi, apkopošanu un ievadi informācijas sistēmās; Sagatavot atbildes uz juridisko un fizisko personu vēstulēm, iesniegumiem un sūdzībām par kompetencē esošiem jautājumiem.
";"Atbilstība Valsts civildienesta likuma 7.panta prasībām; Augstākā izglītība (vēlama ekonomikā, mērniecības, dabas zinātņu, vai lauksaimniecības nozarē), kas papildināta ar amatam nepieciešamajām speciālām zināšanām; Vēlama profesionālā pieredze atbilstoši darbības jomai, kas gūta pēdējo piecu gadu laikā, ne mazāk kā viens gads; Vēlama izpratne par Eiropas Savienības atbalsta administrēšanas pamatprincipiem un mehānismiem; Pieredze darbā ar datu bāzēm; Spēja operatīvi rīkoties un patstāvīgi pieņemt lēmumus; Vēlama pieredze darbā ar globālās pozicionēšanas sistēmas uztvērējiem; B kategorijas autovadītāja apliecība un labas auto vadīšanas iemaņas.";Rural Support Service
724;S;1998;n/a;n/a;Bakalaurs (profesionālais grāds);Agronoms ar specializāciju laukkopībā ;n/a;n/a;n/a;n/a;2017;Jā;Jā;Jā;Nē;3;LV;ZM;Lauksaimniecība;Politikas ieviesējs;Vecākais referents;izvēlēts;2023;"Veikt pretendentu platību maksājumu pieteikumu fiziskās pārbaudes uz vietas saimniecībās, kā arī regulāri doties darba braucienos un veikt apsekojumus pļavās, mežos, utt.; Darboties ar globālās pozicionēšanas sistēmas uztvērējiem; Veikt tālāku iegūto datu apstrādi, apkopošanu un ievadi informācijas sistēmās; Sagatavot atbildes uz juridisko un fizisko personu vēstulēm, iesniegumiem un sūdzībām par kompetencē esošiem jautājumiem.
";"Atbilstība Valsts civildienesta likuma 7.panta prasībām; Augstākā izglītība (vēlama ekonomikā, mērniecības, dabas zinātņu, vai lauksaimniecības nozarē), kas papildināta ar amatam nepieciešamajām speciālām zināšanām; Vēlama profesionālā pieredze atbilstoši darbības jomai, kas gūta pēdējo piecu gadu laikā, ne mazāk kā viens gads; Vēlama izpratne par Eiropas Savienības atbalsta administrēšanas pamatprincipiem un mehānismiem; Pieredze darbā ar datu bāzēm; Spēja operatīvi rīkoties un patstāvīgi pieņemt lēmumus; Vēlama pieredze darbā ar globālās pozicionēšanas sistēmas uztvērējiem; B kategorijas autovadītāja apliecība un labas auto vadīšanas iemaņas.";Rural Support Service
725;V;n/a;n/a;n/a;Bakalaurs (profesionālais grāds);Vadībzinātnes;n/a;n/a;n/a;n/a;2010;Nē;Nē;Jā;Nē;0;LV;ZM;Lauksaimniecība;Politikas ieviesējs;Vecākais referents;noraidīts;2023;"Veikt pretendentu platību maksājumu pieteikumu fiziskās pārbaudes uz vietas saimniecībās, kā arī regulāri doties darba braucienos un veikt apsekojumus pļavās, mežos, utt.; Darboties ar globālās pozicionēšanas sistēmas uztvērējiem; Veikt tālāku iegūto datu apstrādi, apkopošanu un ievadi informācijas sistēmās; Sagatavot atbildes uz juridisko un fizisko personu vēstulēm, iesniegumiem un sūdzībām par kompetencē esošiem jautājumiem.
";"Atbilstība Valsts civildienesta likuma 7.panta prasībām; Augstākā izglītība (vēlama ekonomikā, mērniecības, dabas zinātņu, vai lauksaimniecības nozarē), kas papildināta ar amatam nepieciešamajām speciālām zināšanām; Vēlama profesionālā pieredze atbilstoši darbības jomai, kas gūta pēdējo piecu gadu laikā, ne mazāk kā viens gads; Vēlama izpratne par Eiropas Savienības atbalsta administrēšanas pamatprincipiem un mehānismiem; Pieredze darbā ar datu bāzēm; Spēja operatīvi rīkoties un patstāvīgi pieņemt lēmumus; Vēlama pieredze darbā ar globālās pozicionēšanas sistēmas uztvērējiem; B kategorijas autovadītāja apliecība un labas auto vadīšanas iemaņas.";Rural Support Service
726;V;n/a;n/a;n/a;Bakalaurs (akadēmiskais grāds);Tiesību zinātnes;n/a;n/a;n/a;n/a;2016;Jā;Jā;Nē;Nē;0;LV;ZM;Lauksaimniecība;Politikas ieviesējs;Vecākais referents;noraidīts;2023;"Veikt pretendentu platību maksājumu pieteikumu fiziskās pārbaudes uz vietas saimniecībās, kā arī regulāri doties darba braucienos un veikt apsekojumus pļavās, mežos, utt.; Darboties ar globālās pozicionēšanas sistēmas uztvērējiem; Veikt tālāku iegūto datu apstrādi, apkopošanu un ievadi informācijas sistēmās; Sagatavot atbildes uz juridisko un fizisko personu vēstulēm, iesniegumiem un sūdzībām par kompetencē esošiem jautājumiem.
";"Atbilstība Valsts civildienesta likuma 7.panta prasībām; Augstākā izglītība (vēlama ekonomikā, mērniecības, dabas zinātņu, vai lauksaimniecības nozarē), kas papildināta ar amatam nepieciešamajām speciālām zināšanām; Vēlama profesionālā pieredze atbilstoši darbības jomai, kas gūta pēdējo piecu gadu laikā, ne mazāk kā viens gads; Vēlama izpratne par Eiropas Savienības atbalsta administrēšanas pamatprincipiem un mehānismiem; Pieredze darbā ar datu bāzēm; Spēja operatīvi rīkoties un patstāvīgi pieņemt lēmumus; Vēlama pieredze darbā ar globālās pozicionēšanas sistēmas uztvērējiem; B kategorijas autovadītāja apliecība un labas auto vadīšanas iemaņas.";Rural Support Service
727;S;n/a;n/a;n/a;Bakalaurs (akadēmiskais grāds);Finansists;n/a;n/a;n/a;n/a;2003;Jā;Jā;Jā;Nē;1;LV;ZM;Lauksaimniecība;Politikas ieviesējs;Vecākais referents;noraidīts;2023;"Veikt pretendentu platību maksājumu pieteikumu fiziskās pārbaudes uz vietas saimniecībās, kā arī regulāri doties darba braucienos un veikt apsekojumus pļavās, mežos, utt.; Darboties ar globālās pozicionēšanas sistēmas uztvērējiem; Veikt tālāku iegūto datu apstrādi, apkopošanu un ievadi informācijas sistēmās; Sagatavot atbildes uz juridisko un fizisko personu vēstulēm, iesniegumiem un sūdzībām par kompetencē esošiem jautājumiem.
";"Atbilstība Valsts civildienesta likuma 7.panta prasībām; Augstākā izglītība (vēlama ekonomikā, mērniecības, dabas zinātņu, vai lauksaimniecības nozarē), kas papildināta ar amatam nepieciešamajām speciālām zināšanām; Vēlama profesionālā pieredze atbilstoši darbības jomai, kas gūta pēdējo piecu gadu laikā, ne mazāk kā viens gads; Vēlama izpratne par Eiropas Savienības atbalsta administrēšanas pamatprincipiem un mehānismiem; Pieredze darbā ar datu bāzēm; Spēja operatīvi rīkoties un patstāvīgi pieņemt lēmumus; Vēlama pieredze darbā ar globālās pozicionēšanas sistēmas uztvērējiem; B kategorijas autovadītāja apliecība un labas auto vadīšanas iemaņas.";Rural Support Service
728;V;n/a;n/a;n/a;Bakalaurs (akadēmiskais grāds);Tiesību zinātnes;n/a;n/a;n/a;n/a;1998;Jā;Nē;Jā;Nē;0;LV;ZM;Lauksaimniecība;Politikas ieviesējs;Vecākais referents;noraidīts;2023;"Veikt pretendentu platību maksājumu pieteikumu fiziskās pārbaudes uz vietas saimniecībās, kā arī regulāri doties darba braucienos un veikt apsekojumus pļavās, mežos, utt.; Darboties ar globālās pozicionēšanas sistēmas uztvērējiem; Veikt tālāku iegūto datu apstrādi, apkopošanu un ievadi informācijas sistēmās; Sagatavot atbildes uz juridisko un fizisko personu vēstulēm, iesniegumiem un sūdzībām par kompetencē esošiem jautājumiem.
";"Atbilstība Valsts civildienesta likuma 7.panta prasībām; Augstākā izglītība (vēlama ekonomikā, mērniecības, dabas zinātņu, vai lauksaimniecības nozarē), kas papildināta ar amatam nepieciešamajām speciālām zināšanām; Vēlama profesionālā pieredze atbilstoši darbības jomai, kas gūta pēdējo piecu gadu laikā, ne mazāk kā viens gads; Vēlama izpratne par Eiropas Savienības atbalsta administrēšanas pamatprincipiem un mehānismiem; Pieredze darbā ar datu bāzēm; Spēja operatīvi rīkoties un patstāvīgi pieņemt lēmumus; Vēlama pieredze darbā ar globālās pozicionēšanas sistēmas uztvērējiem; B kategorijas autovadītāja apliecība un labas auto vadīšanas iemaņas.";Rural Support Service
729;V;n/a;n/a;n/a;Bakalaurs (profesionālais grāds);Pasniedzējs;n/a;n/a;n/a;n/a;1995;Nē;Nē;Jā;Nē;0;LV;ZM;Lauksaimniecība;Politikas ieviesējs;Vecākais referents;noraidīts;2023;"Veikt pretendentu platību maksājumu pieteikumu fiziskās pārbaudes uz vietas saimniecībās, kā arī regulāri doties darba braucienos un veikt apsekojumus pļavās, mežos, utt.; Darboties ar globālās pozicionēšanas sistēmas uztvērējiem; Veikt tālāku iegūto datu apstrādi, apkopošanu un ievadi informācijas sistēmās; Sagatavot atbildes uz juridisko un fizisko personu vēstulēm, iesniegumiem un sūdzībām par kompetencē esošiem jautājumiem.
";"Atbilstība Valsts civildienesta likuma 7.panta prasībām; Augstākā izglītība (vēlama ekonomikā, mērniecības, dabas zinātņu, vai lauksaimniecības nozarē), kas papildināta ar amatam nepieciešamajām speciālām zināšanām; Vēlama profesionālā pieredze atbilstoši darbības jomai, kas gūta pēdējo piecu gadu laikā, ne mazāk kā viens gads; Vēlama izpratne par Eiropas Savienības atbalsta administrēšanas pamatprincipiem un mehānismiem; Pieredze darbā ar datu bāzēm; Spēja operatīvi rīkoties un patstāvīgi pieņemt lēmumus; Vēlama pieredze darbā ar globālās pozicionēšanas sistēmas uztvērējiem; B kategorijas autovadītāja apliecība un labas auto vadīšanas iemaņas.";Rural Support Service
